"","fam_links","Host","VirusFamily","association","status"
"8108","Mops condylurus-smacoviridae","Mops condylurus","smacoviridae",NA,0
"8109","Mops condylurus-spinareoviridae","Mops condylurus","spinareoviridae",NA,0
"8110","Mops condylurus-togaviridae","Mops condylurus","togaviridae",NA,0
"8111","Mops condylurus-totiviridae","Mops condylurus","totiviridae",NA,0
"8112","Mops condylurus-tymoviridae","Mops condylurus","tymoviridae",NA,0
"8113","Mops leucogaster-adamaviridae","Mops leucogaster","adamaviridae",NA,0
"8114","Mops leucogaster-adenoviridae","Mops leucogaster","adenoviridae",NA,0
"8115","Mops leucogaster-adintoviridae","Mops leucogaster","adintoviridae",NA,0
"8116","Mops leucogaster-anelloviridae","Mops leucogaster","anelloviridae",NA,0
"8117","Mops leucogaster-arenaviridae","Mops leucogaster","arenaviridae",NA,0
"8118","Mops leucogaster-artoviridae","Mops leucogaster","artoviridae",NA,0
"8119","Mops leucogaster-astroviridae","Mops leucogaster","astroviridae",1,1
"8120","Mops leucogaster-birnaviridae","Mops leucogaster","birnaviridae",NA,0
"8121","Mops leucogaster-bornaviridae","Mops leucogaster","bornaviridae",NA,0
"8122","Mops leucogaster-botourmiaviridae","Mops leucogaster","botourmiaviridae",NA,0
"8123","Mops leucogaster-caliciviridae","Mops leucogaster","caliciviridae",1,1
"8124","Mops leucogaster-chuviridae","Mops leucogaster","chuviridae",NA,0
"8125","Mops leucogaster-circoviridae","Mops leucogaster","circoviridae",1,1
"8126","Mops leucogaster-coronaviridae","Mops leucogaster","coronaviridae",1,1
"8127","Mops leucogaster-filoviridae","Mops leucogaster","filoviridae",NA,0
"8128","Mops leucogaster-flaviviridae","Mops leucogaster","flaviviridae",1,1
"8129","Mops leucogaster-geminiviridae","Mops leucogaster","geminiviridae",NA,0
"8130","Mops leucogaster-genomoviridae","Mops leucogaster","genomoviridae",NA,0
"8131","Mops leucogaster-hantaviridae","Mops leucogaster","hantaviridae",NA,0
"8132","Mops leucogaster-hepadnaviridae","Mops leucogaster","hepadnaviridae",NA,0
"8133","Mops leucogaster-hepeviridae","Mops leucogaster","hepeviridae",NA,0
"8134","Mops leucogaster-kolmioviridae","Mops leucogaster","kolmioviridae",NA,0
"8135","Mops leucogaster-mahapunaviridae","Mops leucogaster","mahapunaviridae",NA,0
"8136","Mops leucogaster-matonaviridae","Mops leucogaster","matonaviridae",NA,0
"8137","Mops leucogaster-nairoviridae","Mops leucogaster","nairoviridae",NA,0
"8138","Mops leucogaster-nodaviridae","Mops leucogaster","nodaviridae",NA,0
"8139","Mops leucogaster-nyamiviridae","Mops leucogaster","nyamiviridae",NA,0
"8140","Mops leucogaster-orthoherpesviridae","Mops leucogaster","orthoherpesviridae",NA,0
"8141","Mops leucogaster-orthomyxoviridae","Mops leucogaster","orthomyxoviridae",NA,0
"8142","Mops leucogaster-papillomaviridae","Mops leucogaster","papillomaviridae",NA,0
"8143","Mops leucogaster-paramyxoviridae","Mops leucogaster","paramyxoviridae",1,1
"8144","Mops leucogaster-partitiviridae","Mops leucogaster","partitiviridae",NA,0
"8145","Mops leucogaster-parvoviridae","Mops leucogaster","parvoviridae",1,1
"8146","Mops leucogaster-peribunyaviridae","Mops leucogaster","peribunyaviridae",NA,0
"8147","Mops leucogaster-phenuiviridae","Mops leucogaster","phenuiviridae",NA,0
"8148","Mops leucogaster-picobirnaviridae","Mops leucogaster","picobirnaviridae",NA,0
"8149","Mops leucogaster-picornaviridae","Mops leucogaster","picornaviridae",NA,0
"8150","Mops leucogaster-polyomaviridae","Mops leucogaster","polyomaviridae",1,1
"8151","Mops leucogaster-poxviridae","Mops leucogaster","poxviridae",NA,0
"8152","Mops leucogaster-qinviridae","Mops leucogaster","qinviridae",NA,0
"8153","Mops leucogaster-retroviridae","Mops leucogaster","retroviridae",NA,0
"8154","Mops leucogaster-rhabdoviridae","Mops leucogaster","rhabdoviridae",NA,0
"8155","Mops leucogaster-sedoreoviridae","Mops leucogaster","sedoreoviridae",NA,0
"8156","Mops leucogaster-smacoviridae","Mops leucogaster","smacoviridae",NA,0
"8157","Mops leucogaster-spinareoviridae","Mops leucogaster","spinareoviridae",NA,0
"8158","Mops leucogaster-togaviridae","Mops leucogaster","togaviridae",NA,0
"8159","Mops leucogaster-totiviridae","Mops leucogaster","totiviridae",NA,0
"8160","Mops leucogaster-tymoviridae","Mops leucogaster","tymoviridae",NA,0
"8161","Mops leucostigma-adamaviridae","Mops leucostigma","adamaviridae",NA,0
"8162","Mops leucostigma-adenoviridae","Mops leucostigma","adenoviridae",NA,0
"8163","Mops leucostigma-adintoviridae","Mops leucostigma","adintoviridae",NA,0
"8164","Mops leucostigma-anelloviridae","Mops leucostigma","anelloviridae",NA,0
"8165","Mops leucostigma-arenaviridae","Mops leucostigma","arenaviridae",NA,0
"8166","Mops leucostigma-artoviridae","Mops leucostigma","artoviridae",NA,0
"8167","Mops leucostigma-astroviridae","Mops leucostigma","astroviridae",1,1
"8168","Mops leucostigma-birnaviridae","Mops leucostigma","birnaviridae",NA,0
"8169","Mops leucostigma-bornaviridae","Mops leucostigma","bornaviridae",NA,0
"8170","Mops leucostigma-botourmiaviridae","Mops leucostigma","botourmiaviridae",NA,0
"8171","Mops leucostigma-caliciviridae","Mops leucostigma","caliciviridae",NA,0
"8172","Mops leucostigma-chuviridae","Mops leucostigma","chuviridae",NA,0
"8173","Mops leucostigma-circoviridae","Mops leucostigma","circoviridae",NA,0
"8174","Mops leucostigma-coronaviridae","Mops leucostigma","coronaviridae",NA,0
"8175","Mops leucostigma-filoviridae","Mops leucostigma","filoviridae",NA,0
"8176","Mops leucostigma-flaviviridae","Mops leucostigma","flaviviridae",NA,0
"8177","Mops leucostigma-geminiviridae","Mops leucostigma","geminiviridae",NA,0
"8178","Mops leucostigma-genomoviridae","Mops leucostigma","genomoviridae",NA,0
"8179","Mops leucostigma-hantaviridae","Mops leucostigma","hantaviridae",NA,0
"8180","Mops leucostigma-hepadnaviridae","Mops leucostigma","hepadnaviridae",NA,0
"8181","Mops leucostigma-hepeviridae","Mops leucostigma","hepeviridae",NA,0
"8182","Mops leucostigma-kolmioviridae","Mops leucostigma","kolmioviridae",NA,0
"8183","Mops leucostigma-mahapunaviridae","Mops leucostigma","mahapunaviridae",NA,0
"8184","Mops leucostigma-matonaviridae","Mops leucostigma","matonaviridae",NA,0
"8185","Mops leucostigma-nairoviridae","Mops leucostigma","nairoviridae",NA,0
"8186","Mops leucostigma-nodaviridae","Mops leucostigma","nodaviridae",NA,0
"8187","Mops leucostigma-nyamiviridae","Mops leucostigma","nyamiviridae",NA,0
"8188","Mops leucostigma-orthoherpesviridae","Mops leucostigma","orthoherpesviridae",NA,0
"8189","Mops leucostigma-orthomyxoviridae","Mops leucostigma","orthomyxoviridae",NA,0
"8190","Mops leucostigma-papillomaviridae","Mops leucostigma","papillomaviridae",NA,0
"8191","Mops leucostigma-paramyxoviridae","Mops leucostigma","paramyxoviridae",1,1
"8192","Mops leucostigma-partitiviridae","Mops leucostigma","partitiviridae",NA,0
"8193","Mops leucostigma-parvoviridae","Mops leucostigma","parvoviridae",NA,0
"8194","Mops leucostigma-peribunyaviridae","Mops leucostigma","peribunyaviridae",NA,0
"8195","Mops leucostigma-phenuiviridae","Mops leucostigma","phenuiviridae",NA,0
"8196","Mops leucostigma-picobirnaviridae","Mops leucostigma","picobirnaviridae",NA,0
"8197","Mops leucostigma-picornaviridae","Mops leucostigma","picornaviridae",NA,0
"8198","Mops leucostigma-polyomaviridae","Mops leucostigma","polyomaviridae",NA,0
"8199","Mops leucostigma-poxviridae","Mops leucostigma","poxviridae",NA,0
"8200","Mops leucostigma-qinviridae","Mops leucostigma","qinviridae",NA,0
"8201","Mops leucostigma-retroviridae","Mops leucostigma","retroviridae",NA,0
"8202","Mops leucostigma-rhabdoviridae","Mops leucostigma","rhabdoviridae",NA,0
"8203","Mops leucostigma-sedoreoviridae","Mops leucostigma","sedoreoviridae",NA,0
"8204","Mops leucostigma-smacoviridae","Mops leucostigma","smacoviridae",NA,0
"8205","Mops leucostigma-spinareoviridae","Mops leucostigma","spinareoviridae",NA,0
"8206","Mops leucostigma-togaviridae","Mops leucostigma","togaviridae",NA,0
"8207","Mops leucostigma-totiviridae","Mops leucostigma","totiviridae",NA,0
"8208","Mops leucostigma-tymoviridae","Mops leucostigma","tymoviridae",NA,0
"8209","Mops midas-adamaviridae","Mops midas","adamaviridae",NA,0
"8210","Mops midas-adenoviridae","Mops midas","adenoviridae",NA,0
"8211","Mops midas-adintoviridae","Mops midas","adintoviridae",NA,0
"8212","Mops midas-anelloviridae","Mops midas","anelloviridae",NA,0
"8213","Mops midas-arenaviridae","Mops midas","arenaviridae",NA,0
"8214","Mops midas-artoviridae","Mops midas","artoviridae",NA,0
"8215","Mops midas-astroviridae","Mops midas","astroviridae",NA,0
"8216","Mops midas-birnaviridae","Mops midas","birnaviridae",NA,0
"8217","Mops midas-bornaviridae","Mops midas","bornaviridae",NA,0
"8218","Mops midas-botourmiaviridae","Mops midas","botourmiaviridae",NA,0
"8219","Mops midas-caliciviridae","Mops midas","caliciviridae",NA,0
"8220","Mops midas-chuviridae","Mops midas","chuviridae",NA,0
"8221","Mops midas-circoviridae","Mops midas","circoviridae",NA,0
"8222","Mops midas-coronaviridae","Mops midas","coronaviridae",1,1
"8223","Mops midas-filoviridae","Mops midas","filoviridae",NA,0
"8224","Mops midas-flaviviridae","Mops midas","flaviviridae",NA,0
"8225","Mops midas-geminiviridae","Mops midas","geminiviridae",NA,0
"8226","Mops midas-genomoviridae","Mops midas","genomoviridae",NA,0
"8227","Mops midas-hantaviridae","Mops midas","hantaviridae",NA,0
"8228","Mops midas-hepadnaviridae","Mops midas","hepadnaviridae",NA,0
"8229","Mops midas-hepeviridae","Mops midas","hepeviridae",NA,0
"8230","Mops midas-kolmioviridae","Mops midas","kolmioviridae",NA,0
"8231","Mops midas-mahapunaviridae","Mops midas","mahapunaviridae",NA,0
"8232","Mops midas-matonaviridae","Mops midas","matonaviridae",NA,0
"8233","Mops midas-nairoviridae","Mops midas","nairoviridae",NA,0
"8234","Mops midas-nodaviridae","Mops midas","nodaviridae",NA,0
"8235","Mops midas-nyamiviridae","Mops midas","nyamiviridae",NA,0
"8236","Mops midas-orthoherpesviridae","Mops midas","orthoherpesviridae",NA,0
"8237","Mops midas-orthomyxoviridae","Mops midas","orthomyxoviridae",NA,0
"8238","Mops midas-papillomaviridae","Mops midas","papillomaviridae",NA,0
"8239","Mops midas-paramyxoviridae","Mops midas","paramyxoviridae",1,1
"8240","Mops midas-partitiviridae","Mops midas","partitiviridae",NA,0
"8241","Mops midas-parvoviridae","Mops midas","parvoviridae",NA,0
"8242","Mops midas-peribunyaviridae","Mops midas","peribunyaviridae",NA,0
"8243","Mops midas-phenuiviridae","Mops midas","phenuiviridae",NA,0
"8244","Mops midas-picobirnaviridae","Mops midas","picobirnaviridae",NA,0
"8245","Mops midas-picornaviridae","Mops midas","picornaviridae",NA,0
"8246","Mops midas-polyomaviridae","Mops midas","polyomaviridae",NA,0
"8247","Mops midas-poxviridae","Mops midas","poxviridae",NA,0
"8248","Mops midas-qinviridae","Mops midas","qinviridae",NA,0
"8249","Mops midas-retroviridae","Mops midas","retroviridae",NA,0
"8250","Mops midas-rhabdoviridae","Mops midas","rhabdoviridae",NA,0
"8251","Mops midas-sedoreoviridae","Mops midas","sedoreoviridae",NA,0
"8252","Mops midas-smacoviridae","Mops midas","smacoviridae",NA,0
"8253","Mops midas-spinareoviridae","Mops midas","spinareoviridae",NA,0
"8254","Mops midas-togaviridae","Mops midas","togaviridae",NA,0
"8255","Mops midas-totiviridae","Mops midas","totiviridae",NA,0
"8256","Mops midas-tymoviridae","Mops midas","tymoviridae",NA,0
"8257","Mops plicatus-adamaviridae","Mops plicatus","adamaviridae",NA,0
"8258","Mops plicatus-adenoviridae","Mops plicatus","adenoviridae",NA,0
"8259","Mops plicatus-adintoviridae","Mops plicatus","adintoviridae",NA,0
"8260","Mops plicatus-anelloviridae","Mops plicatus","anelloviridae",NA,0
"8261","Mops plicatus-arenaviridae","Mops plicatus","arenaviridae",NA,0
"8262","Mops plicatus-artoviridae","Mops plicatus","artoviridae",NA,0
"8263","Mops plicatus-astroviridae","Mops plicatus","astroviridae",NA,0
"8264","Mops plicatus-birnaviridae","Mops plicatus","birnaviridae",NA,0
"8265","Mops plicatus-bornaviridae","Mops plicatus","bornaviridae",NA,0
"8266","Mops plicatus-botourmiaviridae","Mops plicatus","botourmiaviridae",NA,0
"8267","Mops plicatus-caliciviridae","Mops plicatus","caliciviridae",NA,0
"8268","Mops plicatus-chuviridae","Mops plicatus","chuviridae",NA,0
"8269","Mops plicatus-circoviridae","Mops plicatus","circoviridae",NA,0
"8270","Mops plicatus-coronaviridae","Mops plicatus","coronaviridae",1,1
"8271","Mops plicatus-filoviridae","Mops plicatus","filoviridae",NA,0
"8272","Mops plicatus-flaviviridae","Mops plicatus","flaviviridae",NA,0
"8273","Mops plicatus-geminiviridae","Mops plicatus","geminiviridae",NA,0
"8274","Mops plicatus-genomoviridae","Mops plicatus","genomoviridae",NA,0
"8275","Mops plicatus-hantaviridae","Mops plicatus","hantaviridae",NA,0
"8276","Mops plicatus-hepadnaviridae","Mops plicatus","hepadnaviridae",NA,0
"8277","Mops plicatus-hepeviridae","Mops plicatus","hepeviridae",NA,0
"8278","Mops plicatus-kolmioviridae","Mops plicatus","kolmioviridae",NA,0
"8279","Mops plicatus-mahapunaviridae","Mops plicatus","mahapunaviridae",NA,0
"8280","Mops plicatus-matonaviridae","Mops plicatus","matonaviridae",NA,0
"8281","Mops plicatus-nairoviridae","Mops plicatus","nairoviridae",1,1
"8282","Mops plicatus-nodaviridae","Mops plicatus","nodaviridae",NA,0
"8283","Mops plicatus-nyamiviridae","Mops plicatus","nyamiviridae",NA,0
"8284","Mops plicatus-orthoherpesviridae","Mops plicatus","orthoherpesviridae",NA,0
"8285","Mops plicatus-orthomyxoviridae","Mops plicatus","orthomyxoviridae",NA,0
"8286","Mops plicatus-papillomaviridae","Mops plicatus","papillomaviridae",1,1
"8287","Mops plicatus-paramyxoviridae","Mops plicatus","paramyxoviridae",1,1
"8288","Mops plicatus-partitiviridae","Mops plicatus","partitiviridae",NA,0
"8289","Mops plicatus-parvoviridae","Mops plicatus","parvoviridae",NA,0
"8290","Mops plicatus-peribunyaviridae","Mops plicatus","peribunyaviridae",1,1
"8291","Mops plicatus-phenuiviridae","Mops plicatus","phenuiviridae",NA,0
"8292","Mops plicatus-picobirnaviridae","Mops plicatus","picobirnaviridae",NA,0
"8293","Mops plicatus-picornaviridae","Mops plicatus","picornaviridae",NA,0
"8294","Mops plicatus-polyomaviridae","Mops plicatus","polyomaviridae",NA,0
"8295","Mops plicatus-poxviridae","Mops plicatus","poxviridae",NA,0
"8296","Mops plicatus-qinviridae","Mops plicatus","qinviridae",NA,0
"8297","Mops plicatus-retroviridae","Mops plicatus","retroviridae",NA,0
"8298","Mops plicatus-rhabdoviridae","Mops plicatus","rhabdoviridae",NA,0
"8299","Mops plicatus-sedoreoviridae","Mops plicatus","sedoreoviridae",NA,0
"8300","Mops plicatus-smacoviridae","Mops plicatus","smacoviridae",NA,0
"8301","Mops plicatus-spinareoviridae","Mops plicatus","spinareoviridae",NA,0
"8302","Mops plicatus-togaviridae","Mops plicatus","togaviridae",NA,0
"8303","Mops plicatus-totiviridae","Mops plicatus","totiviridae",NA,0
"8304","Mops plicatus-tymoviridae","Mops plicatus","tymoviridae",NA,0
"8305","Mops pumilus-adamaviridae","Mops pumilus","adamaviridae",NA,0
"8306","Mops pumilus-adenoviridae","Mops pumilus","adenoviridae",1,1
"8307","Mops pumilus-adintoviridae","Mops pumilus","adintoviridae",NA,0
"8308","Mops pumilus-anelloviridae","Mops pumilus","anelloviridae",NA,0
"8309","Mops pumilus-arenaviridae","Mops pumilus","arenaviridae",NA,0
"8310","Mops pumilus-artoviridae","Mops pumilus","artoviridae",NA,0
"8311","Mops pumilus-astroviridae","Mops pumilus","astroviridae",1,1
"8312","Mops pumilus-birnaviridae","Mops pumilus","birnaviridae",NA,0
"8313","Mops pumilus-bornaviridae","Mops pumilus","bornaviridae",NA,0
"8314","Mops pumilus-botourmiaviridae","Mops pumilus","botourmiaviridae",NA,0
"8315","Mops pumilus-caliciviridae","Mops pumilus","caliciviridae",NA,0
"8316","Mops pumilus-chuviridae","Mops pumilus","chuviridae",NA,0
"8317","Mops pumilus-circoviridae","Mops pumilus","circoviridae",NA,0
"8318","Mops pumilus-coronaviridae","Mops pumilus","coronaviridae",1,1
"8319","Mops pumilus-filoviridae","Mops pumilus","filoviridae",1,1
"8320","Mops pumilus-flaviviridae","Mops pumilus","flaviviridae",1,1
"8321","Mops pumilus-geminiviridae","Mops pumilus","geminiviridae",NA,0
"8322","Mops pumilus-genomoviridae","Mops pumilus","genomoviridae",NA,0
"8323","Mops pumilus-hantaviridae","Mops pumilus","hantaviridae",NA,0
"8324","Mops pumilus-hepadnaviridae","Mops pumilus","hepadnaviridae",NA,0
"8325","Mops pumilus-hepeviridae","Mops pumilus","hepeviridae",NA,0
"8326","Mops pumilus-kolmioviridae","Mops pumilus","kolmioviridae",NA,0
"8327","Mops pumilus-mahapunaviridae","Mops pumilus","mahapunaviridae",NA,0
"8328","Mops pumilus-matonaviridae","Mops pumilus","matonaviridae",NA,0
"8329","Mops pumilus-nairoviridae","Mops pumilus","nairoviridae",NA,0
"8330","Mops pumilus-nodaviridae","Mops pumilus","nodaviridae",NA,0
"8331","Mops pumilus-nyamiviridae","Mops pumilus","nyamiviridae",NA,0
"8332","Mops pumilus-orthoherpesviridae","Mops pumilus","orthoherpesviridae",NA,0
"8333","Mops pumilus-orthomyxoviridae","Mops pumilus","orthomyxoviridae",NA,0
"8334","Mops pumilus-papillomaviridae","Mops pumilus","papillomaviridae",NA,0
"8335","Mops pumilus-paramyxoviridae","Mops pumilus","paramyxoviridae",1,1
"8336","Mops pumilus-partitiviridae","Mops pumilus","partitiviridae",NA,0
"8337","Mops pumilus-parvoviridae","Mops pumilus","parvoviridae",NA,0
"8338","Mops pumilus-peribunyaviridae","Mops pumilus","peribunyaviridae",NA,0
"8339","Mops pumilus-phenuiviridae","Mops pumilus","phenuiviridae",NA,0
"8340","Mops pumilus-picobirnaviridae","Mops pumilus","picobirnaviridae",NA,0
"8341","Mops pumilus-picornaviridae","Mops pumilus","picornaviridae",NA,0
"8342","Mops pumilus-polyomaviridae","Mops pumilus","polyomaviridae",NA,0
"8343","Mops pumilus-poxviridae","Mops pumilus","poxviridae",NA,0
"8344","Mops pumilus-qinviridae","Mops pumilus","qinviridae",NA,0
"8345","Mops pumilus-retroviridae","Mops pumilus","retroviridae",NA,0
"8346","Mops pumilus-rhabdoviridae","Mops pumilus","rhabdoviridae",NA,0
"8347","Mops pumilus-sedoreoviridae","Mops pumilus","sedoreoviridae",NA,0
"8348","Mops pumilus-smacoviridae","Mops pumilus","smacoviridae",NA,0
"8349","Mops pumilus-spinareoviridae","Mops pumilus","spinareoviridae",NA,0
