"sp_links","Host","Virus","VirusFamily","zoonotic","fam_links"
"Taphozous melanopogon-mamastrovirus guangxiense","Taphozous melanopogon","mamastrovirus guangxiense","astroviridae",0,"Taphozous melanopogon-astroviridae"
"Taphozous melanopogon-mamastrovirus sp.","Taphozous melanopogon","mamastrovirus sp.","astroviridae",1,"Taphozous melanopogon-astroviridae"
"Taphozous melanopogon-mamastrovirus taphozoi","Taphozous melanopogon","mamastrovirus taphozoi","astroviridae",0,"Taphozous melanopogon-astroviridae"
"Taphozous melanopogon-mamastrovirus vespertilionis","Taphozous melanopogon","mamastrovirus vespertilionis","astroviridae",0,"Taphozous melanopogon-astroviridae"
"Taphozous melanopogon-mammalian orthoreovirus","Taphozous melanopogon","mammalian orthoreovirus","spinareoviridae",1,"Taphozous melanopogon-spinareoviridae"
"Taphozous melanopogon-mobatvirus laibinense","Taphozous melanopogon","mobatvirus laibinense","hantaviridae",0,"Taphozous melanopogon-hantaviridae"
"Taphozous melanopogon-nodaviridae sp.","Taphozous melanopogon","nodaviridae sp.","nodaviridae",1,"Taphozous melanopogon-nodaviridae"
"Taphozous melanopogon-norovirus norwalkense","Taphozous melanopogon","norovirus norwalkense","caliciviridae",1,"Taphozous melanopogon-caliciviridae"
"Taphozous melanopogon-orbivirus sp.","Taphozous melanopogon","orbivirus sp.","sedoreoviridae",0,"Taphozous melanopogon-sedoreoviridae"
"Taphozous melanopogon-orthonairovirus issykkulense","Taphozous melanopogon","orthonairovirus issykkulense","nairoviridae",0,"Taphozous melanopogon-nairoviridae"
"Taphozous melanopogon-partitiviridae sp.","Taphozous melanopogon","partitiviridae sp.","partitiviridae",0,"Taphozous melanopogon-partitiviridae"
"Taphozous melanopogon-pegivirus sp.","Taphozous melanopogon","pegivirus sp.","flaviviridae",1,"Taphozous melanopogon-flaviviridae"
"Taphozous melanopogon-phenuiviridae sp.","Taphozous melanopogon","phenuiviridae sp.","phenuiviridae",0,"Taphozous melanopogon-phenuiviridae"
"Taphozous melanopogon-picornaviridae sp.","Taphozous melanopogon","picornaviridae sp.","picornaviridae",1,"Taphozous melanopogon-picornaviridae"
"Taphozous melanopogon-rhabdoviridae sp.","Taphozous melanopogon","rhabdoviridae sp.","rhabdoviridae",0,"Taphozous melanopogon-rhabdoviridae"
"Taphozous melanopogon-taphozous bat hepatovirus","Taphozous melanopogon","taphozous bat hepatovirus","picornaviridae",0,"Taphozous melanopogon-picornaviridae"
"Taphozous melanopogon-taphozous bat papillomavirus 1","Taphozous melanopogon","taphozous bat papillomavirus 1","papillomaviridae",0,"Taphozous melanopogon-papillomaviridae"
"Taphozous melanopogon-taphozous melanopogon polyomavirus 1","Taphozous melanopogon","taphozous melanopogon polyomavirus 1","polyomaviridae",0,"Taphozous melanopogon-polyomaviridae"
"Taphozous melanopogon-totiviridae sp.","Taphozous melanopogon","totiviridae sp.","totiviridae",0,"Taphozous melanopogon-totiviridae"
"Taphozous perforatus-bat astrovirus","Taphozous perforatus","bat astrovirus","astroviridae",0,"Taphozous perforatus-astroviridae"
"Taphozous perforatus-bat coronavirus","Taphozous perforatus","bat coronavirus","coronaviridae",0,"Taphozous perforatus-coronaviridae"
"Taphozous perforatus-bat mastadenovirus","Taphozous perforatus","bat mastadenovirus","adenoviridae",0,"Taphozous perforatus-adenoviridae"
"Taphozous perforatus-bat papillomavirus","Taphozous perforatus","bat papillomavirus","papillomaviridae",0,"Taphozous perforatus-papillomaviridae"
"Taphozous perforatus-orthobunyavirus kaengkhoiense","Taphozous perforatus","orthobunyavirus kaengkhoiense","peribunyaviridae",0,"Taphozous perforatus-peribunyaviridae"
"Taphozous perforatus-orthoflavivirus dakarense","Taphozous perforatus","orthoflavivirus dakarense","flaviviridae",1,"Taphozous perforatus-flaviviridae"
"Taphozous sp.-bat astrovirus","Taphozous sp.","bat astrovirus","astroviridae",0,"Taphozous sp.-astroviridae"
"Taphozous sp.-bat orthoparamyxovirinae sp.","Taphozous sp.","bat orthoparamyxovirinae sp.","paramyxoviridae",0,"Taphozous sp.-paramyxoviridae"
"Taphozous sp.-bat sapovirus","Taphozous sp.","bat sapovirus","caliciviridae",0,"Taphozous sp.-caliciviridae"
"Taphozous sp.-mamastrovirus taphozoi","Taphozous sp.","mamastrovirus taphozoi","astroviridae",0,"Taphozous sp.-astroviridae"
"Taphozous sp.-mamastrovirus vespertilionis","Taphozous sp.","mamastrovirus vespertilionis","astroviridae",0,"Taphozous sp.-astroviridae"
"Taphozous sp.-pegivirus pteropi","Taphozous sp.","pegivirus pteropi","flaviviridae",0,"Taphozous sp.-flaviviridae"
"Taphozous theobaldi-jeilongvirus murinae","Taphozous theobaldi","jeilongvirus murinae","paramyxoviridae",0,"Taphozous theobaldi-paramyxoviridae"
"Taphozous theobaldi-orthobunyavirus kaengkhoiense","Taphozous theobaldi","orthobunyavirus kaengkhoiense","peribunyaviridae",0,"Taphozous theobaldi-peribunyaviridae"
"Trachops cirrhosus-alphavirus tonate","Trachops cirrhosus","alphavirus tonate","togaviridae",1,"Trachops cirrhosus-togaviridae"
"Trachops cirrhosus-jeilongvirus murinae","Trachops cirrhosus","jeilongvirus murinae","paramyxoviridae",0,"Trachops cirrhosus-paramyxoviridae"
"Trachops cirrhosus-pegivirus pteropi","Trachops cirrhosus","pegivirus pteropi","flaviviridae",0,"Trachops cirrhosus-flaviviridae"
"Triaenops afer-astrovirus sp.","Triaenops afer","astrovirus sp.","astroviridae",1,"Triaenops afer-astroviridae"
"Triaenops afer-bat coronavirus","Triaenops afer","bat coronavirus","coronaviridae",0,"Triaenops afer-coronaviridae"
"Triaenops afer-bat orthoparamyxovirinae sp.","Triaenops afer","bat orthoparamyxovirinae sp.","paramyxoviridae",0,"Triaenops afer-paramyxoviridae"
"Triaenops afer-jeilongvirus murinae","Triaenops afer","jeilongvirus murinae","paramyxoviridae",0,"Triaenops afer-paramyxoviridae"
"Triaenops afer-mamastrovirus sp.","Triaenops afer","mamastrovirus sp.","astroviridae",1,"Triaenops afer-astroviridae"
"Triaenops afer-triaenops bat coronavirus","Triaenops afer","triaenops bat coronavirus","coronaviridae",0,"Triaenops afer-coronaviridae"
"Triaenops menamena-astrovirus sp.","Triaenops menamena","astrovirus sp.","astroviridae",1,"Triaenops menamena-astroviridae"
"Triaenops menamena-bat coronavirus","Triaenops menamena","bat coronavirus","coronaviridae",0,"Triaenops menamena-coronaviridae"
"Triaenops menamena-jeilongvirus murinae","Triaenops menamena","jeilongvirus murinae","paramyxoviridae",0,"Triaenops menamena-paramyxoviridae"
"Triaenops menamena-triaenops menamena paramyxovirus","Triaenops menamena","triaenops menamena paramyxovirus","paramyxoviridae",0,"Triaenops menamena-paramyxoviridae"
"Triaenops persicus-mamastrovirus sp.","Triaenops persicus","mamastrovirus sp.","astroviridae",1,"Triaenops persicus-astroviridae"
"Triaenops persicus-rhabdoviridae sp.","Triaenops persicus","rhabdoviridae sp.","rhabdoviridae",0,"Triaenops persicus-rhabdoviridae"
"Tylonycteris fulvida-cyclovirus sp.","Tylonycteris fulvida","cyclovirus sp.","circoviridae",1,"Tylonycteris fulvida-circoviridae"
"Tylonycteris fulvida-genomoviridae sp.","Tylonycteris fulvida","genomoviridae sp.","genomoviridae",1,"Tylonycteris fulvida-genomoviridae"
"Tylonycteris pachypus-bat astrovirus","Tylonycteris pachypus","bat astrovirus","astroviridae",0,"Tylonycteris pachypus-astroviridae"
"Tylonycteris pachypus-bat circovirus","Tylonycteris pachypus","bat circovirus","circoviridae",0,"Tylonycteris pachypus-circoviridae"
"Tylonycteris pachypus-bat coronavirus","Tylonycteris pachypus","bat coronavirus","coronaviridae",0,"Tylonycteris pachypus-coronaviridae"
"Tylonycteris pachypus-bat coronavirus 1","Tylonycteris pachypus","bat coronavirus 1","coronaviridae",0,"Tylonycteris pachypus-coronaviridae"
"Tylonycteris pachypus-bat papillomavirus","Tylonycteris pachypus","bat papillomavirus","papillomaviridae",0,"Tylonycteris pachypus-papillomaviridae"
"Tylonycteris pachypus-betacoronavirus tylonycteridis","Tylonycteris pachypus","betacoronavirus tylonycteridis","coronaviridae",0,"Tylonycteris pachypus-coronaviridae"
"Tylonycteris pachypus-chirohepevirus sp.","Tylonycteris pachypus","chirohepevirus sp.","hepeviridae",0,"Tylonycteris pachypus-hepeviridae"
"Tylonycteris pachypus-cyclovirus khangkhaw","Tylonycteris pachypus","cyclovirus khangkhaw","circoviridae",0,"Tylonycteris pachypus-circoviridae"
"Tylonycteris pachypus-mamastrovirus sp.","Tylonycteris pachypus","mamastrovirus sp.","astroviridae",1,"Tylonycteris pachypus-astroviridae"
"Tylonycteris pachypus-merbecovirus sp.","Tylonycteris pachypus","merbecovirus sp.","coronaviridae",0,"Tylonycteris pachypus-coronaviridae"
"Tylonycteris robustula-bat associated rhabdovirus 3","Tylonycteris robustula","bat associated rhabdovirus 3","rhabdoviridae",0,"Tylonycteris robustula-rhabdoviridae"
"Tylonycteris robustula-bat papillomavirus","Tylonycteris robustula","bat papillomavirus","papillomaviridae",0,"Tylonycteris robustula-papillomaviridae"
"Tylonycteris robustula-bat polyomavirus 10","Tylonycteris robustula","bat polyomavirus 10","polyomaviridae",0,"Tylonycteris robustula-polyomaviridae"
"Tylonycteris robustula-betacoronavirus tylonycteridis","Tylonycteris robustula","betacoronavirus tylonycteridis","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-chirohepevirus sp.","Tylonycteris robustula","chirohepevirus sp.","hepeviridae",0,"Tylonycteris robustula-hepeviridae"
"Tylonycteris robustula-mamastrovirus sp.","Tylonycteris robustula","mamastrovirus sp.","astroviridae",1,"Tylonycteris robustula-astroviridae"
"Tylonycteris robustula-rhinacovirus sp.","Tylonycteris robustula","rhinacovirus sp.","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris bat alphacoronavirus","Tylonycteris robustula","tylonycteris bat alphacoronavirus","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula astrovirus 1","Tylonycteris robustula","tylonycteris robustula astrovirus 1","astroviridae",0,"Tylonycteris robustula-astroviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus","Tylonycteris robustula","tylonycteris robustula coronavirus","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162267","Tylonycteris robustula","tylonycteris robustula coronavirus 162267","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162269","Tylonycteris robustula","tylonycteris robustula coronavirus 162269","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162270","Tylonycteris robustula","tylonycteris robustula coronavirus 162270","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162271","Tylonycteris robustula","tylonycteris robustula coronavirus 162271","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162272","Tylonycteris robustula","tylonycteris robustula coronavirus 162272","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162273","Tylonycteris robustula","tylonycteris robustula coronavirus 162273","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162275","Tylonycteris robustula","tylonycteris robustula coronavirus 162275","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162276","Tylonycteris robustula","tylonycteris robustula coronavirus 162276","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162277","Tylonycteris robustula","tylonycteris robustula coronavirus 162277","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162279","Tylonycteris robustula","tylonycteris robustula coronavirus 162279","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris robustula-tylonycteris robustula coronavirus 162280","Tylonycteris robustula","tylonycteris robustula coronavirus 162280","coronaviridae",0,"Tylonycteris robustula-coronaviridae"
"Tylonycteris tonkinensis-circovirus sp.","Tylonycteris tonkinensis","circovirus sp.","circoviridae",0,"Tylonycteris tonkinensis-circoviridae"
"Tylonycteris tonkinensis-cyclovirus sp.","Tylonycteris tonkinensis","cyclovirus sp.","circoviridae",1,"Tylonycteris tonkinensis-circoviridae"
"Tylonycteris tonkinensis-genomoviridae sp.","Tylonycteris tonkinensis","genomoviridae sp.","genomoviridae",1,"Tylonycteris tonkinensis-genomoviridae"
"Uroderma bilobatum-bat alphacoronavirus","Uroderma bilobatum","bat alphacoronavirus","coronaviridae",0,"Uroderma bilobatum-coronaviridae"
"Uroderma bilobatum-bat hepatitis virus","Uroderma bilobatum","bat hepatitis virus","hepadnaviridae",0,"Uroderma bilobatum-hepadnaviridae"
"Uroderma bilobatum-hepatitis b virus","Uroderma bilobatum","hepatitis b virus","hepadnaviridae",1,"Uroderma bilobatum-hepadnaviridae"
"Uroderma bilobatum-lyssavirus rabies","Uroderma bilobatum","lyssavirus rabies","rhabdoviridae",1,"Uroderma bilobatum-rhabdoviridae"
"Uroderma bilobatum-orthohepadnavirus tabernarii","Uroderma bilobatum","orthohepadnavirus tabernarii","hepadnaviridae",0,"Uroderma bilobatum-hepadnaviridae"
"Uroderma bilobatum-venezuelan equine encephalitis virus","Uroderma bilobatum","venezuelan equine encephalitis virus","togaviridae",1,"Uroderma bilobatum-togaviridae"
"Vampyrodes caraccioli-chirohepevirus eptesici","Vampyrodes caraccioli","chirohepevirus eptesici","hepeviridae",0,"Vampyrodes caraccioli-hepeviridae"
"Vespadelus regulus-bat associated cyclovirus","Vespadelus regulus","bat associated cyclovirus","circoviridae",0,"Vespadelus regulus-circoviridae"
"Vespadelus regulus-cyclovirus netopyr","Vespadelus regulus","cyclovirus netopyr","circoviridae",0,"Vespadelus regulus-circoviridae"
"Vespadelus regulus-eptesicus regulus papillomavirus","Vespadelus regulus","eptesicus regulus papillomavirus","papillomaviridae",0,"Vespadelus regulus-papillomaviridae"
"Vespadelus regulus-microbat bastrovirus","Vespadelus regulus","microbat bastrovirus","astroviridae",0,"Vespadelus regulus-astroviridae"
"Vespadelus regulus-vespadelus regulus adenovirus","Vespadelus regulus","vespadelus regulus adenovirus","adenoviridae",0,"Vespadelus regulus-adenoviridae"
"Vespadelus regulus-vespadelus regulus alphacoronavirus","Vespadelus regulus","vespadelus regulus alphacoronavirus","coronaviridae",0,"Vespadelus regulus-coronaviridae"
"Vespadelus regulus-vespadelus regulus paramyxovirus","Vespadelus regulus","vespadelus regulus paramyxovirus","paramyxoviridae",0,"Vespadelus regulus-paramyxoviridae"
"Vespertilio murinus-bat alphacoronavirus","Vespertilio murinus","bat alphacoronavirus","coronaviridae",0,"Vespertilio murinus-coronaviridae"
"Vespertilio murinus-bat associated circovirus","Vespertilio murinus","bat associated circovirus","circoviridae",0,"Vespertilio murinus-circoviridae"
"Vespertilio murinus-bat astrovirus","Vespertilio murinus","bat astrovirus","astroviridae",0,"Vespertilio murinus-astroviridae"
"Vespertilio murinus-bat coronavirus","Vespertilio murinus","bat coronavirus","coronaviridae",0,"Vespertilio murinus-coronaviridae"
"Vespertilio murinus-betacoronavirus cameli","Vespertilio murinus","betacoronavirus cameli","coronaviridae",1,"Vespertilio murinus-coronaviridae"
"Vespertilio murinus-circovirus ialtag","Vespertilio murinus","circovirus ialtag","circoviridae",0,"Vespertilio murinus-circoviridae"
"Vespertilio murinus-lyssavirus duvenhage","Vespertilio murinus","lyssavirus duvenhage","rhabdoviridae",1,"Vespertilio murinus-rhabdoviridae"
"Vespertilio murinus-lyssavirus hamburg","Vespertilio murinus","lyssavirus hamburg","rhabdoviridae",1,"Vespertilio murinus-rhabdoviridae"
"Vespertilio murinus-lyssavirus rabies","Vespertilio murinus","lyssavirus rabies","rhabdoviridae",1,"Vespertilio murinus-rhabdoviridae"
"Vespertilio murinus-mammalian orthoreovirus","Vespertilio murinus","mammalian orthoreovirus","spinareoviridae",1,"Vespertilio murinus-spinareoviridae"
"Vespertilio murinus-orthonairovirus issykkulense","Vespertilio murinus","orthonairovirus issykkulense","nairoviridae",0,"Vespertilio murinus-nairoviridae"
"Vespertilio sinensis-bat astrovirus","Vespertilio sinensis","bat astrovirus","astroviridae",0,"Vespertilio sinensis-astroviridae"
"Vespertilio sinensis-bat betacoronavirus","Vespertilio sinensis","bat betacoronavirus","coronaviridae",0,"Vespertilio sinensis-coronaviridae"
"Vespertilio sinensis-bat circovirus","Vespertilio sinensis","bat circovirus","circoviridae",0,"Vespertilio sinensis-circoviridae"
"Vespertilio sinensis-bat coronavirus","Vespertilio sinensis","bat coronavirus","coronaviridae",0,"Vespertilio sinensis-coronaviridae"
"Vespertilio sinensis-bat mastadenovirus","Vespertilio sinensis","bat mastadenovirus","adenoviridae",0,"Vespertilio sinensis-adenoviridae"
"Vespertilio sinensis-betacoronavirus cameli","Vespertilio sinensis","betacoronavirus cameli","coronaviridae",1,"Vespertilio sinensis-coronaviridae"
"Vespertilio sinensis-gammaplatrhavirus jilin","Vespertilio sinensis","gammaplatrhavirus jilin","rhabdoviridae",0,"Vespertilio sinensis-rhabdoviridae"
"Vespertilio sinensis-jeilongvirus murinae","Vespertilio sinensis","jeilongvirus murinae","paramyxoviridae",0,"Vespertilio sinensis-paramyxoviridae"
"Vespertilio sinensis-mammalian orthoreovirus","Vespertilio sinensis","mammalian orthoreovirus","spinareoviridae",1,"Vespertilio sinensis-spinareoviridae"
"Vespertilio sinensis-merbecovirus sp.","Vespertilio sinensis","merbecovirus sp.","coronaviridae",0,"Vespertilio sinensis-coronaviridae"
"Vespertilio sinensis-orthoflavivirus japonicum","Vespertilio sinensis","orthoflavivirus japonicum","flaviviridae",1,"Vespertilio sinensis-flaviviridae"
"Vespertilio sinensis-partitiviridae sp.","Vespertilio sinensis","partitiviridae sp.","partitiviridae",0,"Vespertilio sinensis-partitiviridae"
"Vespertilio sinensis-picornaviridae sp.","Vespertilio sinensis","picornaviridae sp.","picornaviridae",1,"Vespertilio sinensis-picornaviridae"
"Vespertilio sinensis-rhabdoviridae sp.","Vespertilio sinensis","rhabdoviridae sp.","rhabdoviridae",0,"Vespertilio sinensis-rhabdoviridae"
